"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"8979","1009.346899","192.168.111.43","17.248.207.69","TLSv1.3","97","Application Data","443","443","62538","62538","8979"
"8980","1009.428676","17.248.207.69","192.168.111.43","TLSv1.3","881","Application Data","62538","62538","443","443","8980"
"8981","1009.428840","192.168.111.43","17.248.207.69","TCP","66","62538  >  443 [ACK] Seq=2541 Ack=5105 Win=130240 Len=0 TSval=2306128709 TSecr=3235466197","443","443","62538","62538","8981"
"8982","1009.474452","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.251? Tell 192.168.111.75","","","","","8982"
"8983","1009.487177","192.168.111.43","17.248.207.69","TLSv1.3","201","Application Data","443","443","62538","62538","8983"
"8984","1009.487557","192.168.111.43","17.248.207.69","TLSv1.3","473","Application Data","443","443","62538","62538","8984"
"8985","1009.487739","192.168.111.43","17.248.207.69","TLSv1.3","97","Application Data","443","443","62538","62538","8985"
"8986","1009.534405","17.248.207.69","192.168.111.43","TCP","66","443  >  62538 [ACK] Seq=5105 Ack=3114 Win=32768 Len=0 TSval=3235466305 TSecr=2306128767","62538","62538","443","443","8986"
"8987","1009.582015","17.248.207.69","192.168.111.43","TCP","1514","443  >  62538 [ACK] Seq=5105 Ack=3114 Win=32768 Len=1448 TSval=3235466337 TSecr=2306128767 [TCP PDU reassembled in 8988]","62538","62538","443","443","8987"
"8988","1009.582017","17.248.207.69","192.168.111.43","TLSv1.3","616","Application Data","62538","62538","443","443","8988"
"8989","1009.582102","192.168.111.43","17.248.207.69","TCP","66","62538  >  443 [ACK] Seq=3114 Ack=7103 Win=129024 Len=0 TSval=2306128863 TSecr=3235466337","443","443","62538","62538","8989"
"8990","1009.608119","17.248.207.69","192.168.111.43","TLSv1.3","97","Application Data","62538","62538","443","443","8990"
"8991","1009.608260","192.168.111.43","17.248.207.69","TCP","66","62538  >  443 [ACK] Seq=3114 Ack=7134 Win=131008 Len=0 TSval=2306128889 TSecr=3235466337","443","443","62538","62538","8991"
"8992","1009.618797","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","8992"
"8993","1009.618986","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4756 Win=131072 Len=0 TSval=3928194050 TSecr=2826450219","443","443","62537","62537","8993"
"8994","1009.647905","192.168.111.43","17.248.207.69","TLSv1.3","182","Application Data","443","443","62538","62538","8994"
"8995","1009.648328","192.168.111.43","17.248.207.69","TLSv1.3","1037","Application Data","443","443","62538","62538","8995"
"8996","1009.648443","192.168.111.43","17.248.207.69","TLSv1.3","97","Application Data","443","443","62538","62538","8996"
"8997","1009.747151","17.248.207.69","192.168.111.43","TCP","66","443  >  62538 [ACK] Seq=7134 Ack=4201 Win=32768 Len=0 TSval=3235466483 TSecr=2306128928","62538","62538","443","443","8997"
"8998","1009.780237","192.168.111.5","224.0.0.251","IGMPv2","60","Membership Report group 224.0.0.251","","","","","8998"
"8999","1009.793728","17.248.207.69","192.168.111.43","TCP","66","443  >  62538 [ACK] Seq=7134 Ack=4232 Win=32768 Len=0 TSval=3235466524 TSecr=2306128928","62538","62538","443","443","8999"
"9000","1009.830780","17.248.207.69","192.168.111.43","TLSv1.3","895","Application Data","62538","62538","443","443","9000"
"9001","1009.830875","192.168.111.43","17.248.207.69","TCP","66","62538  >  443 [ACK] Seq=4232 Ack=7963 Win=130240 Len=0 TSval=2306129111 TSecr=3235466586","443","443","62538","62538","9001"
"9002","1010.014691","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9002"
"9003","1010.014954","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4791 Win=131072 Len=0 TSval=3928194446 TSecr=2826450633","443","443","62537","62537","9003"
"9004","1010.086666","192.168.111.153","224.0.0.251","MDNS","175","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QM"" question SRV HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question","5353","5353","5353","5353","9004"
"9005","1010.406673","fe80::14b1:b87c:9ecd:3901","ff02::fb","MDNS","195","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QM"" question SRV HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question","5353","5353","5353","5353","9005"
"9006","1010.505636","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9006"
"9007","1010.505899","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4826 Win=131072 Len=0 TSval=3928194937 TSecr=2826451059","443","443","62537","62537","9007"
"9008","1010.919613","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9008"
"9009","1010.919859","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4861 Win=131072 Len=0 TSval=3928195351 TSecr=2826451469","443","443","62537","62537","9009"
"9010","1011.008202","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","9010"
"9011","1011.321240","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","9011"
"9012","1011.426782","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9012"
"9013","1011.427020","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4896 Win=131072 Len=0 TSval=3928195858 TSecr=2826451884","443","443","62537","62537","9013"
"9014","1011.637957","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","9014"
"9015","1011.733033","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9015"
"9016","1011.733285","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4931 Win=131072 Len=0 TSval=3928196165 TSecr=2826452322","443","443","62537","62537","9016"
"9017","1011.931136","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","9017"
"9018","1012.156762","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9018"
"9019","1012.157003","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=4966 Win=131072 Len=0 TSval=3928196588 TSecr=2826452728","443","443","62537","62537","9019"
"9020","1012.248486","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","9020"
"9021","1012.550280","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","9021"
"9022","1012.657717","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9022"
"9023","1012.657954","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5001 Win=131072 Len=0 TSval=3928197089 TSecr=2826453156","443","443","62537","62537","9023"
"9024","1013.063650","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9024"
"9025","1013.063881","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5036 Win=131072 Len=0 TSval=3928197495 TSecr=2826453567","443","443","62537","62537","9025"
"9026","1013.473617","192.168.111.162","224.0.0.251","MDNS","128","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local","5353","5353","5353","5353","9026"
"9027","1013.476941","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9027"
"9028","1013.477150","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5071 Win=131072 Len=0 TSval=3928197909 TSecr=2826453989","443","443","62537","62537","9028"
"9029","1013.589401","192.168.111.43","224.0.0.251","MDNS","443","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","9029"
"9030","1013.589485","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","463","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","9030"
"9031","1013.757253","192.168.111.5","192.168.111.43","MDNS","86","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question","5353","5353","5353","5353","9031"
"9032","1013.776089","192.168.111.162","224.0.0.251","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local","5353","5353","5353","5353","9032"
"9033","1013.804586","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9033"
"9034","1013.804762","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5106 Win=131072 Len=0 TSval=3928198236 TSecr=2826454425","443","443","62537","62537","9034"
"9035","1013.876678","Apple_1c:fe:8a","Apple_cf:a0:cb","ARP","42","Who has 192.168.111.5? Tell 192.168.111.43","","","","","9035"
"9036","1013.876682","192.168.111.43","192.168.111.5","MDNS","402","Standard query response 0x0000 PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local TXT, cache flush TXT AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43","5353","5353","5353","5353","9036"
"9037","1013.979750","Apple_cf:a0:cb","Apple_1c:fe:8a","ARP","60","192.168.111.5 is at 64:bd:6d:cf:a0:cb","","","","","9037"
"9038","1014.088367","fe80::1ce2:6ce9:d2ee:2d","ff02::fb","MDNS","162","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local","5353","5353","5353","5353","9038"
"9039","1014.295318","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9039"
"9040","1014.295480","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5141 Win=131072 Len=0 TSval=3928198727 TSecr=2826454848","443","443","62537","62537","9040"
"9041","1014.498641","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","9041"
"9042","1014.807402","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9042"
"9043","1014.807703","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5176 Win=131072 Len=0 TSval=3928199239 TSecr=2826455248","443","443","62537","62537","9043"
"9044","1015.107989","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9044"
"9045","1015.108292","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5211 Win=131072 Len=0 TSval=3928199540 TSecr=2826455674","443","443","62537","62537","9045"
"9046","1015.312726","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","9046"
"9047","1015.524157","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9047"
"9048","1015.524463","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5246 Win=131072 Len=0 TSval=3928199956 TSecr=2826456087","443","443","62537","62537","9048"
"9049","1015.924515","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","9049"
"9050","1015.924518","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9050"
"9051","1015.924852","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5281 Win=131072 Len=0 TSval=3928200356 TSecr=2826456506","443","443","62537","62537","9051"
"9052","1016.340864","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9052"
"9053","1016.341160","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5316 Win=131072 Len=0 TSval=3928200773 TSecr=2826456928","443","443","62537","62537","9053"
"9054","1016.545191","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","9054"
"9055","1016.858088","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9055"
"9056","1016.858409","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5351 Win=131072 Len=0 TSval=3928201290 TSecr=2826457366","443","443","62537","62537","9056"
"9057","1017.160334","192.168.111.162","224.0.0.251","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local","5353","5353","5353","5353","9057"
"9058","1017.239482","192.168.111.43","224.0.0.251","MDNS","443","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","9058"
"9059","1017.239549","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","463","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","9059"
"9060","1017.297375","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9060"
"9061","1017.297671","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5386 Win=131072 Len=0 TSval=3928201729 TSecr=2826457918","443","443","62537","62537","9061"
"9062","1017.463530","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","9062"
"9063","1017.772944","192.168.111.96","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question","5353","5353","5353","5353","9063"
"9064","1017.778551","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9064"
"9065","1017.778746","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5421 Win=131072 Len=0 TSval=3928202210 TSecr=2826458295","443","443","62537","62537","9065"
"9066","1018.082219","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.191? Tell 192.168.111.75","","","","","9066"
"9067","1018.177639","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9067"
"9068","1018.177902","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5456 Win=131072 Len=0 TSval=3928202609 TSecr=2826458684","443","443","62537","62537","9068"
"9069","1018.382192","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.5? Tell 192.168.111.75","","","","","9069"
"9070","1018.495280","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9070"
"9071","1018.495534","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5491 Win=131072 Len=0 TSval=3928202927 TSecr=2826459072","443","443","62537","62537","9071"
"9072","1018.686735","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.134? Tell 192.168.111.75","","","","","9072"
"9073","1018.901651","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9073"
"9074","1018.901955","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5526 Win=131072 Len=0 TSval=3928203334 TSecr=2826459489","443","443","62537","62537","9074"
"9075","1019.308665","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","9075"
"9076","1019.310837","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9076"
"9077","1019.311070","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5561 Win=131072 Len=0 TSval=3928203743 TSecr=2826459902","443","443","62537","62537","9077"
"9078","1019.625606","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","9078"
"9079","1019.722340","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9079"
"9080","1019.722581","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5596 Win=131072 Len=0 TSval=3928204154 TSecr=2826460303","443","443","62537","62537","9080"
"9081","1019.924384","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","9081"
"9082","1020.234330","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","9082"
"9083","1020.261346","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9083"
"9084","1020.261349","104.18.3.115","192.168.111.43","TLSv1.3","90","Application Data","62502","62502","443","443","9084"
"9085","1020.261350","104.18.3.115","192.168.111.43","TCP","66","443  >  62502 [FIN, ACK] Seq=16243 Ack=2788 Win=131072 Len=0 TSval=4229480462 TSecr=3000000405","62502","62502","443","443","9085"
"9086","1020.261568","192.168.111.43","104.18.3.115","TCP","66","62502  >  443 [ACK] Seq=2788 Ack=16244 Win=131008 Len=0 TSval=3000400123 TSecr=4229480462","443","443","62502","62502","9086"
"9087","1020.261631","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5631 Win=131072 Len=0 TSval=3928204693 TSecr=2826460747","443","443","62537","62537","9087"
"9088","1020.536154","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.43? Tell 192.168.111.75","","","","","9088"
"9089","1020.536294","Apple_1c:fe:8a","8a:96:dd:09:e9:d0","ARP","42","192.168.111.43 is at 3c:a6:f6:1c:fe:8a","","","","","9089"
"9090","1020.562388","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9090"
"9091","1020.562626","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5666 Win=131072 Len=0 TSval=3928204994 TSecr=2826461136","443","443","62537","62537","9091"
"9092","1020.845640","192.168.111.96","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question","5353","5353","5353","5353","9092"
"9093","1021.046855","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9093"
"9094","1021.047157","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5701 Win=131072 Len=0 TSval=3928205479 TSecr=2826461568","443","443","62537","62537","9094"
"9095","1021.154560","Intel_da:f4:da","Broadcast","ARP","42","Who has 192.168.111.1? Tell 192.168.111.222","","","","","9095"
"9096","1021.459229","192.168.111.96","224.0.0.251","MDNS","72","Standard query 0x0000 A nvfile.local, ""QM"" question","5353","5353","5353","5353","9096"
"9097","1021.459232","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9097"
"9098","1021.459487","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5736 Win=131072 Len=0 TSval=3928205891 TSecr=2826461979","443","443","62537","62537","9098"
"9099","1021.866129","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9099"
"9100","1021.866447","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5771 Win=131072 Len=0 TSval=3928206298 TSecr=2826462409","443","443","62537","62537","9100"
"9101","1022.282655","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9101"
"9102","1022.282945","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5806 Win=131072 Len=0 TSval=3928206715 TSecr=2826462826","443","443","62537","62537","9102"
"9103","1022.378155","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.43? Tell 192.168.111.75","","","","","9103"
"9104","1022.378224","Apple_1c:fe:8a","8a:96:dd:09:e9:d0","ARP","42","192.168.111.43 is at 3c:a6:f6:1c:fe:8a","","","","","9104"
"9105","1022.789077","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9105"
"9106","1022.789381","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5841 Win=131072 Len=0 TSval=3928207221 TSecr=2826463238","443","443","62537","62537","9106"
"9107","1023.093929","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9107"
"9108","1023.094216","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5876 Win=131072 Len=0 TSval=3928207526 TSecr=2826463657","443","443","62537","62537","9108"
"9109","1023.296263","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.68? Tell 192.168.111.1","","","","","9109"
"9110","1023.510992","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9110"
"9111","1023.511285","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5911 Win=131072 Len=0 TSval=3928207943 TSecr=2826464075","443","443","62537","62537","9111"
"9112","1023.604691","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.59? Tell 192.168.111.75","","","","","9112"
"9113","1023.922341","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62537","62537","443","443","9113"
"9114","1023.922644","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=5946 Win=131072 Len=0 TSval=3928208354 TSecr=2826464507","443","443","62537","62537","9114"
"9115","1024.019678","104.18.3.115","192.168.111.43","TCP","1514","443  >  62537 [ACK] Seq=5946 Ack=1401 Win=131072 Len=1448 TSval=2826464638 TSecr=3928208354 [TCP PDU reassembled in 9117]","62537","62537","443","443","9115"
"9116","1024.019682","104.18.3.115","192.168.111.43","TCP","1514","443  >  62537 [ACK] Seq=7394 Ack=1401 Win=131072 Len=1448 TSval=2826464638 TSecr=3928208354 [TCP PDU reassembled in 9117]","62537","62537","443","443","9116"
"9117","1024.019683","104.18.3.115","192.168.111.43","TLSv1.3","1421","Application Data","62537","62537","443","443","9117"
"9118","1024.019685","104.18.3.115","192.168.111.43","TCP","1514","443  >  62537 [ACK] Seq=10197 Ack=1401 Win=131072 Len=1448 TSval=2826464638 TSecr=3928208354 [TCP PDU reassembled in 9121]","62537","62537","443","443","9118"
"9119","1024.019686","104.18.3.115","192.168.111.43","TCP","1514","443  >  62537 [ACK] Seq=11645 Ack=1401 Win=131072 Len=1448 TSval=2826464638 TSecr=3928208354 [TCP PDU reassembled in 9121]","62537","62537","443","443","9119"
"9120","1024.020452","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=13093 Win=123904 Len=0 TSval=3928208452 TSecr=2826464638","443","443","62537","62537","9120"
"9121","1024.020529","104.18.3.115","192.168.111.43","TLSv1.3","1157","Application Data","62537","62537","443","443","9121"
"9122","1024.020531","104.18.3.115","192.168.111.43","TCP","1514","443  >  62537 [ACK] Seq=14184 Ack=1401 Win=131072 Len=1448 TSval=2826464638 TSecr=3928208354 [TCP PDU reassembled in 9123]","62537","62537","443","443","9122"
"9123","1024.020532","104.18.3.115","192.168.111.43","TLSv1.3","286","Application Data","62537","62537","443","443","9123"
"9124","1024.020533","104.18.3.115","192.168.111.43","TLSv1.3","93","Application Data","62537","62537","443","443","9124"
"9125","1024.020552","192.168.111.43","104.18.3.115","TCP","66","[TCP Window Update] 62537  >  443 [ACK] Seq=1401 Ack=13093 Win=131072 Len=0 TSval=3928208452 TSecr=2826464638","443","443","62537","62537","9125"
"9126","1024.020580","192.168.111.43","104.18.3.115","TCP","66","62537  >  443 [ACK] Seq=1401 Ack=15879 Win=128256 Len=0 TSval=3928208452 TSecr=2826464638","443","443","62537","62537","9126"
"9127","1024.021013","192.168.111.43","104.18.3.115","TCP","66","[TCP Window Update] 62537  >  443 [ACK] Seq=1401 Ack=15879 Win=131072 Len=0 TSval=3928208453 TSecr=2826464638","443","443","62537","62537","9127"
"9128","1024.544037","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","9128"
"9129","1025.019246","192.168.111.43","192.168.111.1","DNS","85","Standard query 0xf82d A gateway.fe2.apple-dns.net","53","53","50804","50804","9129"
"9130","1025.069541","192.168.111.43","17.248.210.8","TCP","78","62539  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3750508847 TSecr=0 SACK_PERM","443","443","62539","62539","9130"
"9131","1025.087470","17.248.210.8","192.168.111.43","TCP","74","443  >  62539 [SYN, ACK] Seq=0 Ack=1 Win=31856 Len=0 MSS=1460 SACK_PERM TSval=665043295 TSecr=3750508847 WS=2048","62539","62539","443","443","9131"
"9132","1025.087604","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=1 Ack=1 Win=2944 Len=0 TSval=3750508866 TSecr=665043295","443","443","62539","62539","9132"
"9133","1025.088241","192.168.111.43","17.248.210.8","TLSv1.3","583","Client Hello (SNI=gateway.icloud.com)","443","443","62539","62539","9133"
"9134","1025.141345","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.68? Tell 192.168.111.1","","","","","9134"
"9135","1025.146073","192.168.111.1","192.168.111.43","DNS","149","Standard query response 0xf82d A gateway.fe2.apple-dns.net A 17.248.207.25 A 17.248.210.70 A 17.248.207.9 A 17.248.207.17","50804","50804","53","53","9135"
"9136","1025.194303","17.248.210.8","192.168.111.43","TCP","66","443  >  62539 [ACK] Seq=1 Ack=518 Win=32768 Len=0 TSval=665043403 TSecr=3750508866","62539","62539","443","443","9136"
