"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"18648","869.347411","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18648"
"18649","869.347560","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4371 Win=131008 Len=0 TSval=1767224025 TSecr=1511385022","443","443","51854","51854","18649"
"18650","869.658903","192.168.111.102","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","18650"
"18651","869.761953","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18651"
"18652","869.762180","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4406 Win=131072 Len=0 TSval=1767224439 TSecr=1511385443","443","443","51854","51854","18652"
"18653","870.164819","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18653"
"18654","870.165035","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4441 Win=131072 Len=0 TSval=1767224842 TSecr=1511385863","443","443","51854","51854","18654"
"18655","870.266669","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.47? Tell 192.168.111.75","","","","","18655"
"18656","870.574908","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","18656"
"18657","870.576539","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18657"
"18658","870.576744","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4476 Win=131072 Len=0 TSval=1767225254 TSecr=1511386283","443","443","51854","51854","18658"
"18659","870.888829","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.47? Tell 192.168.111.75","","","","","18659"
"18660","870.995530","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18660"
"18661","870.995751","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4511 Win=131072 Len=0 TSval=1767225673 TSecr=1511386702","443","443","51854","51854","18661"
"18662","871.084800","192.168.111.5","192.168.111.43","MDNS","86","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question","5353","5353","5353","5353","18662"
"18663","871.128881","192.168.111.43","192.168.111.5","MDNS","402","Standard query response 0x0000 PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local TXT, cache flush TXT AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43","5353","5353","5353","5353","18663"
"18664","871.400060","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18664"
"18665","871.400302","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4546 Win=131072 Len=0 TSval=1767226078 TSecr=1511387123","443","443","51854","51854","18665"
"18666","871.806906","192.168.111.54","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question","5353","5353","5353","5353","18666"
"18667","871.903978","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18667"
"18668","871.904208","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4581 Win=131072 Len=0 TSval=1767226582 TSecr=1511387543","443","443","51854","51854","18668"
"18669","871.927124","192.168.111.43","192.168.111.54","MDNS","402","Standard query response 0x0000 PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local TXT, cache flush TXT AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43","5353","5353","5353","5353","18669"
"18670","872.108800","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","18670"
"18671","872.419583","192.168.111.54","224.0.0.251","MDNS","128","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local","5353","5353","5353","5353","18671"
"18672","872.419584","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18672"
"18673","872.420033","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4616 Win=131072 Len=0 TSval=1767227097 TSecr=1511387962","443","443","51854","51854","18673"
"18674","872.458512","192.168.111.43","224.0.0.251","MDNS","443","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","18674"
"18675","872.458599","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","463","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","18675"
"18676","872.637858","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18676"
"18677","872.638085","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4651 Win=131072 Len=0 TSval=1767227315 TSecr=1511388382","443","443","51854","51854","18677"
"18678","872.726191","fe80::80b:303:23fc:1776","ff02::fb","MDNS","148","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local","5353","5353","5353","5353","18678"
"18679","873.038620","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.5? Tell 192.168.111.75","","","","","18679"
"18680","873.134324","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18680"
"18681","873.134548","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4686 Win=131072 Len=0 TSval=1767227812 TSecr=1511388801","443","443","51854","51854","18681"
"18682","873.543960","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18682"
"18683","873.544207","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4721 Win=131072 Len=0 TSval=1767228222 TSecr=1511389222","443","443","51854","51854","18683"
"18684","873.645246","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.5? Tell 192.168.111.75","","","","","18684"
"18685","873.957236","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.203? Tell 192.168.111.75","","","","","18685"
"18686","874.083368","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18686"
"18687","874.083598","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4756 Win=131072 Len=0 TSval=1767228761 TSecr=1511389642","443","443","51854","51854","18687"
"18688","874.263915","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.189? Tell 192.168.111.75","","","","","18688"
"18689","874.363430","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18689"
"18690","874.363655","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4791 Win=131072 Len=0 TSval=1767229041 TSecr=1511390064","443","443","51854","51854","18690"
"18691","874.566665","Ring_01:ae:4a","Broadcast","ARP","42","ARP Announcement for 192.168.111.51","","","","","18691"
"18692","874.773280","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18692"
"18693","874.773513","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4826 Win=131072 Len=0 TSval=1767229451 TSecr=1511390482","443","443","51854","51854","18693"
"18694","874.874418","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.189? Tell 192.168.111.75","","","","","18694"
"18695","875.192384","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.236? Tell 192.168.111.75","","","","","18695"
"18696","875.192386","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18696"
"18697","875.192645","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4861 Win=131072 Len=0 TSval=1767229870 TSecr=1511390902","443","443","51854","51854","18697"
"18698","875.494496","192.168.111.54","224.0.0.251","MDNS","170","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local","5353","5353","5353","5353","18698"
"18699","875.571510","192.168.111.43","224.0.0.251","MDNS","443","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","18699"
"18700","875.571616","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","463","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","18700"
"18701","875.594554","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18701"
"18702","875.594778","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4896 Win=131072 Len=0 TSval=1767230272 TSecr=1511391321","443","443","51854","51854","18702"
"18703","876.106807","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","18703"
"18704","876.106858","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18704"
"18705","876.107065","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4931 Win=131072 Len=0 TSval=1767230785 TSecr=1511391741","443","443","51854","51854","18705"
"18706","876.414472","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","18706"
"18707","876.514215","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51854","51854","443","443","18707"
"18708","876.514414","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=4966 Win=131072 Len=0 TSval=1767231192 TSecr=1511392161","443","443","51854","51854","18708"
"18709","876.544303","104.18.2.115","192.168.111.43","TLSv1.3","1457","Application Data","51854","51854","443","443","18709"
"18710","876.544305","104.18.2.115","192.168.111.43","TLSv1.3","1457","Application Data","51854","51854","443","443","18710"
"18711","876.544307","104.18.2.115","192.168.111.43","TLSv1.3","1514","Application Data","51854","51854","443","443","18711"
"18712","876.544310","104.18.2.115","192.168.111.43","TLSv1.3","1400","Application Data","51854","51854","443","443","18712"
"18713","876.544370","104.18.2.115","192.168.111.43","TLSv1.3","651","Application Data","51854","51854","443","443","18713"
"18714","876.544371","104.18.2.115","192.168.111.43","TLSv1.3","93","Application Data","51854","51854","443","443","18714"
"18715","876.544458","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=10530 Win=125504 Len=0 TSval=1767231222 TSecr=1511392289","443","443","51854","51854","18715"
"18716","876.545415","192.168.111.43","104.18.2.115","TCP","66","51854  >  443 [ACK] Seq=1433 Ack=11142 Win=131072 Len=0 TSval=1767231222 TSecr=1511392289","443","443","51854","51854","18716"
"18717","876.721771","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","18717"
"18718","877.029036","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.61? Tell 192.168.111.75","","","","","18718"
"18719","877.336067","6a:40:3f:1e:c4:aa","Broadcast","ARP","42","Who has 192.168.111.33? Tell 192.168.111.153","","","","","18719"
"18720","877.643362","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18720"
"18721","877.762279","192.168.111.43","17.248.168.196","QUIC","83","Protected Payload (KP0), DCID=139268504f5114fcea0cdc9831aef9ec28da46f0","443","443","56519","56519","18721"
"18722","877.784396","17.248.168.196","192.168.111.43","QUIC","73","Protected Payload (KP0), DCID=a1e753dff65827f1","56519","56519","443","443","18722"
"18723","877.948342","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","18723"
"18724","878.259404","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","18724"
"18725","878.566073","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18725"
"18726","878.872304","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","18726"
"18727","879.186725","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","18727"
"18728","879.485963","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18728"
"18729","879.793732","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","18729"
"18730","880.100650","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","18730"
"18731","880.408147","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","18731"
"18732","880.721393","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.150? Tell 192.168.111.75","","","","","18732"
"18733","881.022776","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.52? Tell 192.168.111.75","","","","","18733"
"18734","881.333514","192.168.111.153","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 SRV, cache flush 0 0 54204 Jinghans-MacBook-Air-4.local NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","18734"
"18735","881.564566","192.168.111.43","192.168.111.1","DNS","109","Standard query 0xa828 A 21d496c5076e44208e3639cef0172bf6.zephaniahdev.com","53","53","62569","62569","18735"
"18736","881.616107","192.168.111.1","192.168.111.43","DNS","175","Standard query response 0xa828 No such name A 21d496c5076e44208e3639cef0172bf6.zephaniahdev.com SOA ns1.dns-parking.com","62569","62569","53","53","18736"
"18737","881.632414","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","18737"
"18738","881.944520","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.52? Tell 192.168.111.75","","","","","18738"
"18739","882.253609","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.251? Tell 192.168.111.75","","","","","18739"
"18740","882.558084","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18740"
"18741","882.877808","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","18741"
"18742","883.178213","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.52? Tell 192.168.111.75","","","","","18742"
"18743","883.481743","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18743"
"18744","883.786993","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","18744"
"18745","884.409106","192.168.111.54","224.0.0.251","MDNS","248","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local","5353","5353","5353","5353","18745"
"18746","884.714561","fe80::80b:303:23fc:1776","ff02::fb","MDNS","268","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local","5353","5353","5353","5353","18746"
"18747","885.015576","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18747"
"18748","885.630154","6a:40:3f:1e:c4:aa","Broadcast","ARP","42","Who has 192.168.111.54? Tell 192.168.111.153","","","","","18748"
"18749","886.552345","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","18749"
"18750","886.668486","192.168.111.43","104.18.2.115","TCP","78","51855  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3147455656 TSecr=0 SACK_PERM","443","443","51855","51855","18750"
"18751","886.714188","104.18.2.115","192.168.111.43","TCP","74","443  >  51855 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM TSval=3156530964 TSecr=3147455656 WS=8192","51855","51855","443","443","18751"
"18752","886.714402","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=3147455702 TSecr=3156530964","443","443","51855","51855","18752"
"18753","886.714825","192.168.111.43","104.18.2.115","TLSv1.3","583","Client Hello (SNI=openrouter.ai)","443","443","51855","51855","18753"
"18754","886.735749","104.18.2.115","192.168.111.43","TCP","66","443  >  51855 [ACK] Seq=1 Ack=518 Win=131072 Len=0 TSval=3156530987 TSecr=3147455702","51855","51855","443","443","18754"
"18755","886.739690","104.18.2.115","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec","51855","51855","443","443","18755"
"18756","886.739692","104.18.2.115","192.168.111.43","TLSv1.3","1464","Application Data","51855","51855","443","443","18756"
"18757","886.739828","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=518 Ack=2847 Win=128960 Len=0 TSval=3147455728 TSecr=3156530990","443","443","51855","51855","18757"
"18758","886.743547","192.168.111.43","104.18.2.115","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","51855","51855","18758"
"18759","886.743855","192.168.111.43","104.18.2.115","TLSv1.3","685","Application Data","443","443","51855","51855","18759"
"18760","886.743929","192.168.111.43","104.18.2.115","TLSv1.3","312","Application Data","443","443","51855","51855","18760"
"18761","886.770015","104.18.2.115","192.168.111.43","TCP","66","443  >  51855 [ACK] Seq=2847 Ack=1463 Win=131072 Len=0 TSval=3156531021 TSecr=3147455732","51855","51855","443","443","18761"
"18762","886.861839","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.215? Tell 192.168.111.75","","","","","18762"
"18763","887.165134","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.114? Tell 192.168.111.75","","","","","18763"
"18764","887.166629","104.18.2.115","192.168.111.43","TLSv1.3","1130","Application Data, Application Data","51855","51855","443","443","18764"
"18765","887.166765","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=3911 Win=129984 Len=0 TSval=3147456155 TSecr=3156531364","443","443","51855","51855","18765"
"18766","887.290349","104.18.2.115","192.168.111.43","TLSv1.3","104","Application Data","51855","51855","443","443","18766"
"18767","887.290512","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=3949 Win=131008 Len=0 TSval=3147456278 TSecr=3156531541","443","443","51855","51855","18767"
"18768","887.469682","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","18768"
"18769","887.780512","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","18769"
"18770","887.888765","104.18.2.115","192.168.111.43","TLSv1.3","102","Application Data","51855","51855","443","443","18770"
"18771","887.888766","17.248.168.196","192.168.111.43","TLSv1.3","105","Application Data","51852","51852","443","443","18771"
"18772","887.888767","17.248.168.196","192.168.111.43","TLSv1.3","90","Application Data","51852","51852","443","443","18772"
"18773","887.888767","17.248.168.196","192.168.111.43","TCP","66","443  >  51852 [FIN, ACK] Seq=1024 Ack=1266 Win=32768 Len=0 TSval=1008444526 TSecr=4156604484","51852","51852","443","443","18773"
"18774","887.888768","17.248.168.196","192.168.111.43","TCP","66","[TCP Retransmission] 443  >  51852 [FIN, ACK] Seq=1024 Ack=1266 Win=32768 Len=0 TSval=1008444569 TSecr=4156604484","51852","51852","443","443","18774"
"18775","887.888943","192.168.111.43","17.248.168.196","TCP","66","51852  >  443 [ACK] Seq=1266 Ack=1024 Win=2944 Len=0 TSval=4156634653 TSecr=1008444526","443","443","51852","51852","18775"
"18776","887.889060","192.168.111.43","17.248.168.196","TCP","66","51852  >  443 [ACK] Seq=1266 Ack=1025 Win=2944 Len=0 TSval=4156634653 TSecr=1008444526","443","443","51852","51852","18776"
"18777","887.889095","192.168.111.43","17.248.168.196","TCP","66","[TCP Dup ACK 18776#1] 51852  >  443 [ACK] Seq=1266 Ack=1025 Win=2944 Len=0 TSval=4156634653 TSecr=1008444526","443","443","51852","51852","18777"
"18778","887.889128","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=3985 Win=131008 Len=0 TSval=3147456877 TSecr=3156531955","443","443","51855","51855","18778"
"18779","888.083579","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.215? Tell 192.168.111.75","","","","","18779"
"18780","888.197284","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18780"
"18781","888.197438","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4020 Win=131008 Len=0 TSval=3147457185 TSecr=3156532372","443","443","51855","51855","18781"
"18782","888.391021","0.0.0.0","224.0.0.1","IGMPv2","46","Membership Query, general","","","","","18782"
"18783","888.598178","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18783"
"18784","888.598360","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4055 Win=131008 Len=0 TSval=3147457586 TSecr=3156532787","443","443","51855","51855","18784"
"18785","889.007016","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.204? Tell 192.168.111.75","","","","","18785"
"18786","889.007018","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18786"
"18787","889.007196","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4090 Win=131008 Len=0 TSval=3147457995 TSecr=3156533209","443","443","51855","51855","18787"
"18788","889.320075","192.168.111.153","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 SRV, cache flush 0 0 54204 Jinghans-MacBook-Air-4.local NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","18788"
"18789","889.415316","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18789"
"18790","889.415526","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4125 Win=131008 Len=0 TSval=3147458404 TSecr=3156533624","443","443","51855","51855","18790"
"18791","889.619734","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.204? Tell 192.168.111.75","","","","","18791"
"18792","889.928642","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","18792"
"18793","889.928644","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18793"
"18794","889.928825","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4160 Win=131008 Len=0 TSval=3147458917 TSecr=3156534045","443","443","51855","51855","18794"
"18795","890.236793","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","18795"
"18796","890.239724","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18796"
"18797","890.239858","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4195 Win=131008 Len=0 TSval=3147459228 TSecr=3156534463","443","443","51855","51855","18797"
"18798","890.548879","192.168.111.153","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 SRV, cache flush 0 0 54204 Jinghans-MacBook-Air-4.local NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","18798"
"18799","890.650030","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18799"
"18800","890.650191","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4230 Win=131008 Len=0 TSval=3147459638 TSecr=3156534884","443","443","51855","51855","18800"
"18801","890.852626","192.168.111.102","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","18801"
"18802","891.162160","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","18802"
